Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Short-term electrical load forecasting using hybrid ANN–DE and wavelet transforms approach","Electrical Engineering","","100","4","10.1007/s00202-018-0743-3","Surender Reddy Salkuti","2018","http://link.springer.com/article/10.1007/s00202-018-0743-3","Article"
"Traffic Forecasting on Mobile Networks Using 3D Convolutional Layers","Mobile Networks and Applications","","25","6","10.1007/s11036-020-01554-y","Jose MejiaAlberto Ochoa-ZezzatiOliverio Cruz-Mejía","2020","http://link.springer.com/article/10.1007/s11036-020-01554-y","Article"
"A Forecasting Framework Based on Kalman Filter Integrated Multivariate Local Polynomial Regression: Application to Urban Water Demand","Neural Processing Letters","","50","1","10.1007/s11063-019-10001-3","Guoqiang ChenTianyu LongYun BaiJin Zhang","2019","http://link.springer.com/article/10.1007/s11063-019-10001-3","Article"
"Study on convolutional neural network and its application in data mining and sales forecasting for E-commerce","Electronic Commerce Research","","20","2","10.1007/s10660-020-09409-0","Hong PanHanxun Zhou","2020","http://link.springer.com/article/10.1007/s10660-020-09409-0","Article"
"Short-to-medium Term Passenger Flow Forecasting for Metro Stations using a Hybrid Model","KSCE Journal of Civil Engineering","","22","5","10.1007/s12205-017-1016-9","Linchao LiYonggang WangGang ZhongJian ZhangBin Ran","2018","http://link.springer.com/article/10.1007/s12205-017-1016-9","Article"
"Workload Time Series Cumulative Prediction Mechanism for Cloud Resources Using Neural Machine Translation Technique","Journal of Grid Computing","","20","2","10.1007/s10723-022-09607-0","Mustafa M. Al-Sayed","2022","http://link.springer.com/article/10.1007/s10723-022-09607-0","Article"
"Appraising trends and forecasting of hydroclimatic variables in the north and northeast regions of Bangladesh","Theoretical and Applied Climatology","","143","1 - 2","10.1007/s00704-020-03411-0","Abu Reza Md. Towfiqul IslamMd. Rezaul KarimMd Anarul Haque Mondol","2021","http://link.springer.com/article/10.1007/s00704-020-03411-0","Article"
"Urban traffic flows forecasting by recurrent neural networks with spiral structures of layers","Neural Computing and Applications","","32","18","10.1007/s00521-020-04843-5","Vasiliy OsipovVictor NikiforovNataly ZhukovaDmitriy Miloserdov","2020","http://link.springer.com/article/10.1007/s00521-020-04843-5","Article"
"A hybrid Wavelet-CNN-LSTM deep learning model for short-term urban water demand forecasting","Frontiers of Environmental Science & Engineering","","17","2","10.1007/s11783-023-1622-3","Zhengheng PuJieru YanLei ChenZhirong LiWenchong TianTao TaoKunlun Xin","2022","http://link.springer.com/article/10.1007/s11783-023-1622-3","Article"
"Forecasting of river water flow rate with machine learning","Neural Computing and Applications","","34","22","10.1007/s00521-022-07576-9","Akin Ilhan","2022","http://link.springer.com/article/10.1007/s00521-022-07576-9","Article"
"Graph convolutional dynamic recurrent network with attention for traffic forecasting","Applied Intelligence","","","","10.1007/s10489-023-04621-5","Jiagao WuJunxia FuHongyan JiLinfeng Liu","2023","http://link.springer.com/article/10.1007/s10489-023-04621-5","Article"
"Carbon price forecasting based on news text mining considering investor attention","Environmental Science and Pollution Research","","30","11","10.1007/s11356-022-24186-z","Di PanChen ZhangDandan ZhuShu Hu","2023","http://link.springer.com/article/10.1007/s11356-022-24186-z","Article"
"A new hybrid method for establishing point forecasting, interval forecasting, and probabilistic forecasting of landslide displacement","Natural Hazards","","111","2","10.1007/s11069-021-05104-x","Hong WangGuangyu LongJianxing LiaoYan XuYan Lv","2022","http://link.springer.com/article/10.1007/s11069-021-05104-x","Article"
"Combining deep learning methods and multi-resolution analysis for drought forecasting modeling","Earth Science Informatics","","16","2","10.1007/s12145-023-01009-4","Ali Ben AbbesRaja InoubliManel RhifImed Riadh Farah","2023","http://link.springer.com/article/10.1007/s12145-023-01009-4","Article"
"CNN-LSTM and clustering-based spatial–temporal demand forecasting for on-demand ride services","Neural Computing and Applications","","34","24","10.1007/s00521-022-07681-9","Merhad AySinem KullukLale ÖzbakırBurak GülmezGüney ÖztürkSertay Özer","2022","http://link.springer.com/article/10.1007/s00521-022-07681-9","Article"
"Multi-step estimators and shrinkage effect in time series models","Computational Statistics","","","","10.1007/s00180-023-01377-x","Ivan SvetunkovNikolaos KourentzesRebecca Killick","2023","http://link.springer.com/article/10.1007/s00180-023-01377-x","Article"
"Hybrid deep learning method for a week-ahead evapotranspiration forecasting","Stochastic Environmental Research and Risk Assessment","","36","3","10.1007/s00477-021-02078-x","A. A. Masrur AhmedRavinesh C. DeoQi FengAfshin GhahramaniNawin RajZhenliang YinLinshan Yang","2022","http://link.springer.com/article/10.1007/s00477-021-02078-x","Article"
"Thresholded ConvNet ensembles: neural networks for technical forecasting","Neural Computing and Applications","","32","18","10.1007/s00521-020-04877-9","Sid GhoshalStephen Roberts","2020","http://link.springer.com/article/10.1007/s00521-020-04877-9","Article"
"Sports Injury Forecasting and Complexity: A Synergetic Approach","Sports Medicine","","50","10","10.1007/s40279-020-01326-4","Sergio T. FonsecaThales R. SouzaEvert VerhagenRichard van EmmerikNatalia F. N. BittencourtLuciana D. M. MendonçaAndré G. P. AndradeRenan A. ResendeJuliana M. Ocarino","2020","http://link.springer.com/article/10.1007/s40279-020-01326-4","Article"
"Long-term monthly average temperature forecasting in some climate types of Iran, using the models SARIMA, SVR, and SVR-FA","Theoretical and Applied Climatology","","138","3 - 4","10.1007/s00704-019-02905-w","Pouya AghelpourBabak MohammadiSeyed Mostafa Biazar","2019","http://link.springer.com/article/10.1007/s00704-019-02905-w","Article"
"Short-Term Load Forecasting Based on Deep Neural Networks Using LSTM Layer","Journal of Electrical Engineering & Technology","","15","4","10.1007/s42835-020-00424-7","Bo-Sung KwonRae-Jun ParkKyung-Bin Song","2020","http://link.springer.com/article/10.1007/s42835-020-00424-7","Article"
"Short-term water demand forecasting using hybrid supervised and unsupervised machine learning model","Smart Water","","5","1","10.1186/s40713-020-00020-y","Mo’tamad BataRupp CarriveauDavid S.-K. Ting","2020","http://link.springer.com/article/10.1186/s40713-020-00020-y","Article"
"River Stage Forecasting Using Wavelet Packet Decomposition and Machine Learning Models","Water Resources Management","","30","11","10.1007/s11269-016-1409-4","Youngmin SeoSungwon KimOzgur KisiVijay P. SinghKamban Parasuraman","2016","http://link.springer.com/article/10.1007/s11269-016-1409-4","Article"
"Forecasting reservoir inflow combining Exponential smoothing, ARIMA, and LSTM models","Arabian Journal of Geosciences","","15","14","10.1007/s12517-022-10564-x","Merin SkariahChethamangalath Damodaran Suriyakala","2022","http://link.springer.com/article/10.1007/s12517-022-10564-x","Article"
"Systematic investigation of keywords selection and processing strategy on search engine forecasting: a case of tourist volume in Beijing","Information Technology & Tourism","","24","4","10.1007/s40558-022-00238-5","Ziqi YuanGuozhu Jia","2022","http://link.springer.com/article/10.1007/s40558-022-00238-5","Article"
"Combined gamma and M-test-based ANN and ARIMA models for groundwater fluctuation forecasting in semiarid regions","Environmental Earth Sciences","","76","15","10.1007/s12665-017-6870-8","Bahram ChoubinArash Malekian","2017","http://link.springer.com/article/10.1007/s12665-017-6870-8","Article"
"A novel hybrid model for six main pollutant concentrations forecasting based on improved LSTM neural networks","Scientific Reports","","12","1","10.1038/s41598-022-17754-3","Shenyi XuWei LiYuhan ZhuAiting Xu","2022","http://link.springer.com/article/10.1038/s41598-022-17754-3","Article"
"Day-ahead electricity price forecasting using back propagation neural networks and weighted least square technique","Frontiers in Energy","","10","1","10.1007/s11708-016-0393-y","S. Surender ReddyChan-Mook JungKo Jun Seog","2016","http://link.springer.com/article/10.1007/s11708-016-0393-y","Article"
"A Comparative Study on Fashion Demand Forecasting Models with Multiple Sources of Uncertainty","Annals of Operations Research","","257","1 - 2","10.1007/s10479-016-2204-6","Shuyun RenHau-Ling ChanPratibha Ram","2017","http://link.springer.com/article/10.1007/s10479-016-2204-6","Article"
"Financial Time Series Modeling and Prediction Using Postfix-GP","Computational Economics","","47","2","10.1007/s10614-015-9482-y","Vipul K. DabhiSanjay Chaudhary","2016","http://link.springer.com/article/10.1007/s10614-015-9482-y","Article"
"A multivariate ensemble learning method for medium-term energy forecasting","Neural Computing and Applications","","","","10.1007/s00521-023-08777-6","Charalampos M. LiapisAikaterini KaranikolaSotiris Kotsiantis","2023","http://link.springer.com/article/10.1007/s00521-023-08777-6","Article"
"Statistical Analysis of Poisson Conditionally Nonlinear Autoregressive Time Series by Frequencies-Based Estimators","Pattern Recognition and Image Analysis","","30","1","10.1134/S1054661820010083","Yu. KharinM. Kislach","2020","http://link.springer.com/article/10.1134/S1054661820010083","Article"
"Box–Jenkins multiplicative ARIMA modeling for prediction of solar radiation: a case study","International Journal of Energy and Water Resources","","3","4","10.1007/s42108-019-00037-5","A. ShadabS. SaidS. Ahmad","2019","http://link.springer.com/article/10.1007/s42108-019-00037-5","Article"
"Application of a novel technique of the multi-discrete wavelet transforms in hybrid with artificial neural network to forecast the daily and monthly streamflow","Modeling Earth Systems and Environment","","8","4","10.1007/s40808-022-01387-6","Sadegh MomenehVahid Nourani","2022","http://link.springer.com/article/10.1007/s40808-022-01387-6","Article"
"Improving traffic flow forecasting with relevance vector machine and a randomized controlled statistical testing","Soft Computing","","24","8","10.1007/s00500-018-03693-7","Jungang LouZhangguo ShenQing ShenWenjun HuZhijun Chen","2020","http://link.springer.com/article/10.1007/s00500-018-03693-7","Article"
"A deep LSTM network for the Spanish electricity consumption forecasting","Neural Computing and Applications","","34","13","10.1007/s00521-021-06773-2","J. F. TorresF. Martínez-ÁlvarezA. Troncoso","2022","http://link.springer.com/article/10.1007/s00521-021-06773-2","Article"
"A hybrid functional link dynamic neural network and evolutionary unscented Kalman filter for short-term electricity price forecasting","Neural Computing and Applications","","27","7","10.1007/s00521-015-2011-z","Sujit Kumar DashRanjeeta BisoiP. K. Dash","2016","http://link.springer.com/article/10.1007/s00521-015-2011-z","Article"
"Natural language based financial forecasting: a survey","Artificial Intelligence Review","","50","1","10.1007/s10462-017-9588-9","Frank Z. XingErik CambriaRoy E. Welsch","2018","http://link.springer.com/article/10.1007/s10462-017-9588-9","Article"
"Forex market forecasting using machine learning: Systematic Literature Review and meta-analysis","Journal of Big Data","","10","1","10.1186/s40537-022-00676-2","Michael Ayitey JuniorPeter AppiaheneObed AppiahChristopher Ninfaakang Bombie","2023","http://link.springer.com/article/10.1186/s40537-022-00676-2","Article"
"S&P BSE Sensex and S&P BSE IT return forecasting using ARIMA","Financial Innovation","","6","1","10.1186/s40854-020-00201-5","Madhavi Latha ChallaVenkataramanaiah MalepatiSiva Nageswara Rao Kolusu","2020","http://link.springer.com/article/10.1186/s40854-020-00201-5","Article"
"Forecasting the red lentils commodity market price using SARIMA models","SN Business & Economics","","1","1","10.1007/s43546-020-00020-x","Roshani W. DivisekaraG. J. M. S. R. JayasingheK. W. S. N. Kumari","2020","http://link.springer.com/article/10.1007/s43546-020-00020-x","Article"
"Permanent Breaks and Temporary Shocks in a Time Series","Computational Economics","","49","2","10.1007/s10614-015-9554-z","Yoonsuk LeeB. Wade Brorsen","2017","http://link.springer.com/article/10.1007/s10614-015-9554-z","Article"
"Streamflow forecasting using a hybrid LSTM-PSO approach: the case of Seyhan Basin","Natural Hazards","","117","1","10.1007/s11069-023-05877-3","Bulent HaznedarHuseyin Cagan KilincFurkan OzkanAdem Yurtsever","2023","http://link.springer.com/article/10.1007/s11069-023-05877-3","Article"
"Estimating the incidence of tuberculosis cases reported at a tertiary hospital in Ghana: a time series model approach","BMC Public Health","","18","1","10.1186/s12889-018-6221-z","George AryeeErnest KwartengRaymond EssumanAdwoa Nkansa AgyeiSamuel KudzawuRobert DjagbleteyEbenezer Owusu DarkwaAudrey Forson","2018","http://link.springer.com/article/10.1186/s12889-018-6221-z","Article"
"Modelling and forecasting mortality improvement rates with random effects","European Actuarial Journal","","11","2","10.1007/s13385-021-00274-1","Arthur RenshawSteven Haberman","2021","http://link.springer.com/article/10.1007/s13385-021-00274-1","Article"
"Monthly Streamflow Forecasting Using ELM-IPSO Based on Phase Space Reconstruction","Water Resources Management","","34","11","10.1007/s11269-020-02631-3","Yan JiangXin BaoShaonan HaoHongtao ZhaoXuyong LiXianing Wu","2020","http://link.springer.com/article/10.1007/s11269-020-02631-3","Article"
"Fuzzy rule–based weighted space–time autoregressive moving average models for temperature forecasting","Theoretical and Applied Climatology","","150","3 - 4","10.1007/s00704-022-04230-1","Amit SahaK. N. SinghMrinmoy RaySantosha RathodMakrand Dhyani","2022","http://link.springer.com/article/10.1007/s00704-022-04230-1","Article"
"Forecasting the Stock Price of Listed Innovative SMEs Using Machine Learning Methods Based on Bayesian optimization: Evidence from China","Computational Economics","","","","10.1007/s10614-023-10393-4","Wei LiuYoshihisa SuzukiShuyi Du","2023","http://link.springer.com/article/10.1007/s10614-023-10393-4","Article"
"Finder: A novel approach of change point detection for multivariate time series","Applied Intelligence","","52","3","10.1007/s10489-021-02532-x","Haizhou DuZiyi Duan","2022","http://link.springer.com/article/10.1007/s10489-021-02532-x","Article"
"RETRACTED ARTICLE: Forecasting of the wind speed under uncertainty","Scientific Reports","","10","1","10.1038/s41598-020-77280-y","Muhammad Aslam","2020","http://link.springer.com/article/10.1038/s41598-020-77280-y","Article"
"Monthly River Discharge Forecasting Using Hybrid Models Based on Extreme Gradient Boosting Coupled with Wavelet Theory and Lévy–Jaya Optimization Algorithm","Water Resources Management","","37","10","10.1007/s11269-023-03534-9","Jincheng ZhouDan WangShahab S. BandChanghyun JunSayed M. BateniM. MoslehpourHao-Ting PaiChung-Chian HsuRasoul Ameri","2023","http://link.springer.com/article/10.1007/s11269-023-03534-9","Article"
"Prediction of the earthquake magnitude by time series methods along the East Anatolian Fault, Turkey","Earth Science Informatics","","14","3","10.1007/s12145-021-00636-z","Hatice Oncel CekimSenem TekinGamze Özel","2021","http://link.springer.com/article/10.1007/s12145-021-00636-z","Article"
"Bayesian nonlinear expectation for time series modelling and its application to Bitcoin","Empirical Economics","","64","1","10.1007/s00181-022-02255-z","Tak Kuen Siu","2023","http://link.springer.com/article/10.1007/s00181-022-02255-z","Article"
